PPI	ORF1	ORF2	 Gene1	 Gene2	Log2(R) P1	Log2(R) P2	I-score
YDR060W_YGR103W	YDR060W	YGR103W	MAK21	NOP7	0.707606611	0.396058511	NA
YDR060W_YJL130C	YDR060W	YJL130C	MAK21	URA2	0.707606611	0.176213099	NA
YDR060W_YMR229C	YDR060W	YMR229C	MAK21	RRP5	0.707606611	0.547479938	NA
YDR060W_YNL002C	YDR060W	YNL002C	MAK21	RLP7	0.707606611	NA	NA
YDR060W_YOR206W	YDR060W	YOR206W	MAK21	NOC2	0.707606611	0.782673369	-0.053421808
YDR060W_YPL012W	YDR060W	YPL012W	MAK21	RRP12	0.707606611	0.52140855	NA
YDR060W_YPL043W	YDR060W	YPL043W	MAK21	NOP4	0.707606611	0.417997029	-0.032986353
YDR068W_YDR068W	YDR068W	YDR068W	DOS2	DOS2	0.278356881	0.278356881	0.174839208
YDR071C_YBL056W	YDR071C	YBL056W	PAA1	PTC3	0.766093631	0.778494104	0.384864045
YDR084C_YGL122C	YDR084C	YGL122C	TVP23	NAB2	0.361839128	0.890973787	NA
YDR087C_YNL002C	YDR087C	YNL002C	RRP1	RLP7	0.333267412	NA	NA
YDR087C_YOR206W	YDR087C	YOR206W	RRP1	NOC2	0.333267412	0.782673369	NA
YDR087C_YPR016C	YDR087C	YPR016C	RRP1	TIF6	0.333267412	0.290010849	NA
YDR092W_YER063W	YDR092W	YER063W	UBC13	THO1	0.646488085	0.455482126	NA
YDR092W_YGL087C	YDR092W	YGL087C	UBC13	MMS2	0.646488085	1.246433899	-0.178872302
YDR092W_YIL002W-A	YDR092W	YIL002W-A	UBC13	YIL002W-A	0.646488085	NA	NA
YDR092W_YMR140W	YDR092W	YMR140W	UBC13	SIP5	0.646488085	0.360774366	-2.683100186
YDR100W_YDR100W	YDR100W	YDR100W	TVP15	TVP15	0.499997019	0.499997019	-0.107736867
YDR100W_YGL137W	YDR100W	YGL137W	TVP15	SEC27	0.499997019	0.467786153	-0.245637266
YDR100W_YHR016C	YDR100W	YHR016C	TVP15	YSC84	0.499997019	NA	NA
YDR100W_YLR273C	YDR100W	YLR273C	TVP15	PIG1	0.499997019	NA	NA
YDR105C_YGL122C	YDR105C	YGL122C	TMS1	NAB2	0.512869772	0.890973787	NA
YDR110W_YGL122C	YDR110W	YGL122C	FOB1	NAB2	0.390248968	0.890973787	NA
YDR129C_YIL062C	YDR129C	YIL062C	SAC6	ARC15	0.788485599	0.470923256	0.817897288
YDR129C_YOR181W	YDR129C	YOR181W	SAC6	LAS17	0.788485599	0.135178981	-0.631127091
YDR141C_YIL048W	YDR141C	YIL048W	DOP1	NEO1	0.670606827	0.457788683	NA
YDR150W_YLR084C	YDR150W	YLR084C	NUM1	RAX2	0.328762594	0.223878736	NA
YDR150W_YOR069W	YDR150W	YOR069W	NUM1	VPS5	0.328762594	0.556890436	NA
YDR152W_YGL122C	YDR152W	YGL122C	GIR2	NAB2	0.478319033	0.890973787	NA
YDR156W_YOR340C	YDR156W	YOR340C	RPA14	RPA43	0.764963352	0.310678549	0.535871052
YDR166C_YER008C	YDR166C	YER008C	SEC5	SEC3	0.357686385	0.639452638	-0.87305848
YDR166C_YOR326W	YDR166C	YOR326W	SEC5	MYO2	0.357686385	0.256818988	NA
YDR170C_YDR170C	YDR170C	YDR170C	SEC7	SEC7	-0.00420511	-0.00420511	0.338392255
YDR170C_YDR477W	YDR170C	YDR477W	SEC7	SNF1	-0.00420511	0.668294688	NA
YDR188W_YDR385W	YDR188W	YDR385W	CCT6	EFT2	NA	0.632442547	NA
YDR188W_YLR045C	YDR188W	YLR045C	CCT6	STU2	NA	0.519964703	0.455441219
YDR188W_YNL212W	YDR188W	YNL212W	CCT6	VID27	NA	0.558694102	NA
YDR190C_YNL031C	YDR190C	YNL031C	RVB1	HHT2	0.573928737	0.354156414	NA
YDR190C_YPL129W	YDR190C	YPL129W	RVB1	TAF14	0.573928737	0.386090115	NA
YDR200C_YNL154C	YDR200C	YNL154C	VPS64	YCK2	0.210919684	0.424434963	NA
YDR208W_YHR135C	YDR208W	YHR135C	MSS4	YCK1	0.353238076	0.227420772	NA
YDR213W_YNL031C	YDR213W	YNL031C	UPC2	HHT2	0.453755623	0.354156414	NA
YDR238C_YIL106W	YDR238C	YIL106W	SEC26	MOB1	0.548325306	0.256999179	NA
YDR238C_YPL010W	YDR238C	YPL010W	SEC26	RET3	0.548325306	0.602111222	NA
YDR255C_YIL097W	YDR255C	YIL097W	RMD5	FYV10	NA	0.56913529	NA
YDR259C_YGL122C	YDR259C	YGL122C	YAP6	NAB2	NA	0.890973787	NA
YDR264C_YHR135C	YDR264C	YHR135C	AKR1	YCK1	0.574685416	0.227420772	0.490474348
YDR264C_YIL048W	YDR264C	YIL048W	AKR1	NEO1	0.574685416	0.457788683	0.169739658
YDR264C_YKL178C	YDR264C	YKL178C	AKR1	STE3	0.574685416	NA	NA
YDR265W_YKL197C	YDR265W	YKL197C	PEX10	PEX1	0.345394878	0.33818658	NA
YDR265W_YOL044W	YDR265W	YOL044W	PEX10	PEX15	0.345394878	0.381079924	NA
YDR265W_YOL147C	YDR265W	YOL147C	PEX10	PEX11	0.345394878	0.340416759	-1.798856152
YDR284C_YDR284C	YDR284C	YDR284C	DPP1	DPP1	0.483553231	0.483553231	-0.278925189
YDR293C_YDR293C	YDR293C	YDR293C	SSD1	SSD1	0.524696282	0.524696282	0.462121206
YDR293C_YDR486C	YDR293C	YDR486C	SSD1	VPS60	0.524696282	0.778158463	NA
YDR293C_YOR117W	YDR293C	YOR117W	SSD1	RPT5	0.524696282	NA	NA
YDR296W_YPL049C	YDR296W	YPL049C	MHR1	DIG1	0.46656803	0.281347193	NA
YDR300C_YDR300C	YDR300C	YDR300C	PRO1	PRO1	0.446463982	0.446463982	-0.412262188
YDR320C_YGL206C	YDR320C	YGL206C	SWA2	CHC1	0.493993693	0.376158685	0.559848352
YDR324C_YLL011W	YDR324C	YLL011W	UTP4	SOF1	0.758581856	0.531232864	NA
YDR329C_YOL147C	YDR329C	YOL147C	PEX3	PEX11	0.173295454	0.340416759	0.14945364
YDR331W_YHR188C	YDR331W	YHR188C	GPI8	GPI16	0.177967829	NA	0.297648123
YDR334W_YLR438C-A	YDR334W	YLR438C-A	SWR1	LSM3	NA	0.919337952	NA
YDR346C_YOR061W	YDR346C	YOR061W	SVF1	CKA2	0.384266042	0.961068283	NA
YDR364C_YMR125W	YDR364C	YMR125W	CDC40	STO1	0.226556106	0.719185364	NA
YDR379W_YDR379W	YDR379W	YDR379W	RGA2	RGA2	0.379673701	0.379673701	-1.054743871
YDR385W_YLR022C	YDR385W	YLR022C	EFT2	SDO1	0.632442547	0.46800989	NA
YDR388W_YDR416W	YDR388W	YDR416W	RVS167	SYF1	0.265744489	0.439476975	NA
YDR388W_YFR024C-A	YDR388W	YFR024C-A	RVS167	LSB3	0.265744489	0.745341492	NA
YDR388W_YGL090W	YDR388W	YGL090W	RVS167	LIF1	0.265744489	0.017615607	NA
YDR388W_YGR268C	YDR388W	YGR268C	RVS167	HUA1	0.265744489	0.455570213	NA
YDR388W_YIL147C	YDR388W	YIL147C	RVS167	SLN1	0.265744489	0.375152055	NA
YDR388W_YLR337C	YDR388W	YLR337C	RVS167	VRP1	0.265744489	0.505580967	0.205853634
YDR388W_YOR357C	YDR388W	YOR357C	RVS167	SNX3	0.265744489	0.768378217	NA
YDR397C_YER159C	YDR397C	YER159C	NCB2	BUR6	0.438026398	0.586997627	1.178245293
YDR398W_YDR324C	YDR398W	YDR324C	UTP5	UTP4	0.444076327	0.758581856	-0.342228973
YDR398W_YGR128C	YDR398W	YGR128C	UTP5	UTP8	0.444076327	0.733736304	1.541878272
YDR398W_YHR196W	YDR398W	YHR196W	UTP5	UTP9	0.444076327	0.77941806	-0.138638489
YDR398W_YJL109C	YDR398W	YJL109C	UTP5	UTP10	0.444076327	0.473443234	-0.029633506
YDR398W_YMR093W	YDR398W	YMR093W	UTP5	UTP15	0.444076327	0.639105069	0.104898334
YDR398W_YNR051C	YDR398W	YNR051C	UTP5	BRE5	0.444076327	0.223219414	NA
YDR416W_YGR195W	YDR416W	YGR195W	SYF1	SKI6	0.439476975	0.355088655	NA
YDR422C_YDR028C	YDR422C	YDR028C	SIP1	REG1	0.216109465	-0.200065222	NA
YDR422C_YOR027W	YDR422C	YOR027W	SIP1	STI1	0.216109465	0.655563897	NA
YDR427W_YOR294W	YDR427W	YOR294W	RPN9	RRS1	1.343182053	NA	NA
YDR434W_YHR188C	YDR434W	YHR188C	GPI17	GPI16	0.20172113	NA	0.312928841
YDR436W_YKL088W	YDR436W	YKL088W	PPZ2	CAB3	0.475979165	NA	0.089113764
YDR436W_YKR072C	YDR436W	YKR072C	PPZ2	SIS2	0.475979165	0.481499071	NA
YDR436W_YOR054C	YDR436W	YOR054C	PPZ2	VHS3	0.475979165	NA	-0.015211474
YDR477W_YDR028C	YDR477W	YDR028C	SNF1	REG1	0.668294688	-0.200065222	0.111917169
YDR477W_YGL023C	YDR477W	YGL023C	SNF1	PIB2	0.668294688	0.293443759	NA
YDR477W_YOL069W	YDR477W	YOL069W	SNF1	NUF2	0.668294688	0.419343473	NA
YDR484W_YBL017C	YDR484W	YBL017C	VPS52	PEP1	0.572389809	0.235719403	-0.580717029
YDR493W_YGL122C	YDR493W	YGL122C	MZM1	NAB2	0.703366716	0.890973787	NA
YDR507C_YJR076C	YDR507C	YJR076C	GIN4	CDC11	0.324056012	0.865223892	NA
YDR507C_YKR048C	YDR507C	YKR048C	GIN4	NAP1	0.324056012	0.92354636	-0.125584143
YDR507C_YMR139W	YDR507C	YMR139W	GIN4	RIM11	0.324056012	0.848902259	NA
YDR507C_YPL058C	YDR507C	YPL058C	GIN4	PDR12	0.324056012	0.050046244	-1.428251148
YDR515W_YHR072W-A	YDR515W	YHR072W-A	SLF1	NOP10	0.970513411	0.678012669	NA
YDR515W_YKL054C	YDR515W	YKL054C	SLF1	DEF1	0.970513411	0.195793887	-0.973524227
YDR515W_YML077W	YDR515W	YML077W	SLF1	BET5	0.970513411	NA	NA
YEL002C_YLR350W	YEL002C	YLR350W	WBP1	ORM2	0.281807334	1.158643491	-0.08046845
YEL017W_YEL017W	YEL017W	YEL017W	GTT3	GTT3	0.34198714	0.34198714	0.217087652
YEL051W_YNL031C	YEL051W	YNL031C	VMA8	HHT2	0.527254845	0.354156414	NA
YEL051W_YPR036W	YEL051W	YPR036W	VMA8	VMA13	0.527254845	0.353816108	-0.365173786
YER002W_YKL021C	YER002W	YKL021C	NOP16	MAK11	0.923289483	0.641734127	NA
YER002W_YOL077C	YER002W	YOL077C	NOP16	BRX1	0.923289483	0.641755909	NA
YER006W_YLR449W	YER006W	YLR449W	NUG1	FPR4	0.680355358	1.067185505	NA
YER006W_YMR047C	YER006W	YMR047C	NUG1	NUP116	0.680355358	0.280806386	NA
YER006W_YMR290C	YER006W	YMR290C	NUG1	HAS1	0.680355358	NA	NA
YER006W_YNL002C	YER006W	YNL002C	NUG1	RLP7	0.680355358	NA	NA
YER006W_YNR053C	YER006W	YNR053C	NUG1	NOG2	0.680355358	0.424005323	NA
YER006W_YOR206W	YER006W	YOR206W	NUG1	NOC2	0.680355358	0.782673369	NA
YER006W_YPL043W	YER006W	YPL043W	NUG1	NOP4	0.680355358	0.417997029	NA
YER006W_YPR016C	YER006W	YPR016C	NUG1	TIF6	0.680355358	0.290010849	NA
YER008C_YER008C	YER008C	YER008C	SEC3	SEC3	0.639452638	0.639452638	0.100129644
YER008C_YKL130C	YER008C	YKL130C	SEC3	SHE2	0.639452638	0.158579121	NA
YER008C_YLR166C	YER008C	YLR166C	SEC3	SEC10	0.639452638	0.701314978	0.5468384
YER008C_YPR055W	YER008C	YPR055W	SEC3	SEC8	0.639452638	0.582001184	-0.010066134
YER016W_YGR048W	YER016W	YGR048W	BIM1	UFD1	0.218274162	0.777717337	NA
YER016W_YLR045C	YER016W	YLR045C	BIM1	STU2	0.218274162	0.519964703	NA
YER020W_YPL268W	YER020W	YPL268W	GPA2	PLC1	0.46110311	NA	NA
YER020W_YPR138C	YER020W	YPR138C	GPA2	MEP3	0.46110311	-0.057733896	-0.414927914
YER022W_YNL288W	YER022W	YNL288W	SRB4	CAF40	0.712706483	0.787684296	NA
YER023W_YER023W	YER023W	YER023W	PRO3	PRO3	0.424831729	0.424831729	0.316140774
YER023W_YGL137W	YER023W	YGL137W	PRO3	SEC27	0.424831729	0.467786153	-0.618708289
YER031C_YNL272C	YER031C	YNL272C	YPT31	SEC2	0.698309268	0.223166224	NA
YER032W_YHR114W	YER032W	YHR114W	FIR1	BZZ1	-0.222410895	0.419964517	NA
YER036C_YMR108W	YER036C	YMR108W	ARB1	ILV2	0.523519737	0.276145536	NA
YER040W_YNL229C	YER040W	YNL229C	GLN3	URE2	0.452945995	0.642881953	NA
YER045C_YGL122C	YER045C	YGL122C	ACA1	NAB2	NA	0.890973787	NA
YER048C_YOR181W	YER048C	YOR181W	CAJ1	LAS17	NA	0.135178981	NA
YER063W_YGL122C	YER063W	YGL122C	THO1	NAB2	0.455482126	0.890973787	NA
YER068W_YCR093W	YER068W	YCR093W	MOT2	CDC39	0.02102958	0.736186448	-0.492944018
YER068W_YDL160C	YER068W	YDL160C	MOT2	DHH1	0.02102958	0.644020755	-0.597386651
YER068W_YDL165W	YER068W	YDL165W	MOT2	CDC36	0.02102958	0.435711908	-0.384774505
YER068W_YER068W	YER068W	YER068W	MOT2	MOT2	0.02102958	0.02102958	-1.2684186
YER068W_YIL038C	YER068W	YIL038C	MOT2	NOT3	0.02102958	0.494370096	-0.185489634
YER068W_YML092C	YER068W	YML092C	MOT2	PRE8	0.02102958	0.937335472	NA
YER068W_YNL288W	YER068W	YNL288W	MOT2	CAF40	0.02102958	0.787684296	-0.287238612
YER068W_YNR052C	YER068W	YNR052C	MOT2	POP2	0.02102958	0.230618553	-0.114869338
YER068W_YPR072W	YER068W	YPR072W	MOT2	NOT5	0.02102958	0.314186187	-0.380573013
YER082C_YHR196W	YER082C	YHR196W	UTP7	UTP9	NA	0.77941806	NA
YER082C_YLL011W	YER082C	YLL011W	UTP7	SOF1	NA	0.531232864	0.582915185
YER082C_YPL012W	YER082C	YPL012W	UTP7	RRP12	NA	0.52140855	NA
YER090W_YGL137W	YER090W	YGL137W	TRP2	SEC27	0.287853643	0.467786153	-0.899453272
YER095W_YER095W	YER095W	YER095W	RAD51	RAD51	0.170623276	0.170623276	-4.806076199
YER099C_YKL181W	YER099C	YKL181W	PRS2	PRS1	0.64841005	0.177263749	0.24949096
YER111C_YLR182W	YER111C	YLR182W	SWI4	SWI6	0.389748248	0.207955401	NA
YER112W_YCR077C	YER112W	YCR077C	LSM4	PAT1	0.836821179	0.278788585	0.103197605
YER112W_YDL160C	YER112W	YDL160C	LSM4	DHH1	0.836821179	0.644020755	0.337379213
YER112W_YDR378C	YER112W	YDR378C	LSM4	LSM6	0.836821179	NA	2.422352112
YER112W_YER112W	YER112W	YER112W	LSM4	LSM4	0.836821179	0.836821179	0.12162267
YER112W_YJL110C	YER112W	YJL110C	LSM4	GZF3	0.836821179	0.10370535	NA
YER112W_YLR438C-A	YER112W	YLR438C-A	LSM4	LSM3	0.836821179	0.919337952	1.403972931
YER112W_YNL118C	YER112W	YNL118C	LSM4	DCP2	0.836821179	0.434967157	-0.255392963
YER112W_YNL255C	YER112W	YNL255C	LSM4	GIS2	0.836821179	0.743426143	-0.185207844
YER112W_YOR039W	YER112W	YOR039W	LSM4	CKB2	0.836821179	0.402596088	NA
YER112W_YOR204W	YER112W	YOR204W	LSM4	DED1	0.836821179	NA	NA
YER118C_YGL203C	YER118C	YGL203C	SHO1	KEX1	0.363301133	0.114677156	NA
YER118C_YOR181W	YER118C	YOR181W	SHO1	LAS17	0.363301133	0.135178981	NA
YER123W_YNL049C	YER123W	YNL049C	YCK3	SFB2	0.6328171	0.575238562	NA
YER126C_YGL029W	YER126C	YGL029W	NSA2	CGR1	0.279426727	0.62880262	0.927059324
YER126C_YLL008W	YER126C	YLL008W	NSA2	DRS1	0.279426727	NA	NA
YER126C_YPR016C	YER126C	YPR016C	NSA2	TIF6	0.279426727	0.290010849	NA
YER145C_YDR032C	YER145C	YDR032C	FTR1	PST2	0.91692728	1.580860278	0.420870911
YER145C_YLR326W	YER145C	YLR326W	FTR1	YLR326W	0.91692728	0.434537186	1.144997963
YER145C_YMR058W	YER145C	YMR058W	FTR1	FET3	0.91692728	0.719990647	1.013639117
YER157W_YER157W	YER157W	YER157W	COG3	COG3	0.236183771	0.236183771	-0.390162753
YER157W_YJL036W	YER157W	YJL036W	COG3	SNX4	0.236183771	0.559172425	NA
YER157W_YPR105C	YER157W	YPR105C	COG3	COG4	0.236183771	0.114716377	NA
YER159C_YDR397C	YER159C	YDR397C	BUR6	NCB2	0.586997627	0.438026398	2.113003282
YER159C_YGL122C	YER159C	YGL122C	BUR6	NAB2	0.586997627	0.890973787	NA
YER159C_YPL082C	YER159C	YPL082C	BUR6	MOT1	0.586997627	0.500934152	NA
YER167W_YPL204W	YER167W	YPL204W	BCK2	HRR25	0.260088666	0.387598535	NA
YER172C_YGL120C	YER172C	YGL120C	BRR2	PRP43	0.610154426	0.685673412	NA
YER172C_YJR022W	YER172C	YJR022W	BRR2	LSM8	0.610154426	0.370410037	NA
YER172C_YPL178W	YER172C	YPL178W	BRR2	CBC2	0.610154426	0.625496576	NA
YER174C_YJL164C	YER174C	YJL164C	GRX4	TPK1	-0.026012775	0.182100269	NA
YFL005W_YNL272C	YFL005W	YNL272C	SEC4	SEC2	NA	0.223166224	NA
YFL005W_YNR049C	YFL005W	YNR049C	SEC4	MSO1	NA	0.687323382	NA
YFL005W_YOR326W	YFL005W	YOR326W	SEC4	MYO2	NA	0.256818988	NA
YFL005W_YOR370C	YFL005W	YOR370C	SEC4	MRS6	NA	0.519928511	NA
YFL005W_YPR017C	YFL005W	YPR017C	SEC4	DSS4	NA	0.192641459	NA
YFL005W_YPR032W	YFL005W	YPR032W	SEC4	SRO7	NA	0.596332213	NA
YFL007W_YML092C	YFL007W	YML092C	BLM10	PRE8	0.650933479	0.937335472	NA
YFL007W_YOR362C	YFL007W	YOR362C	BLM10	PRE10	0.650933479	1.228401095	NA
YFL010C_YML051W	YFL010C	YML051W	WWM1	GAL80	0.736231055	0.278664718	NA
YFL010C_YNL274C	YFL010C	YNL274C	WWM1	GOR1	0.736231055	1.263941016	NA
YFL021W_YNL229C	YFL021W	YNL229C	GAT1	URE2	0.004882676	0.642881953	NA
YFL038C_YGL122C	YFL038C	YGL122C	YPT1	NAB2	NA	0.890973787	NA
YFL038C_YOR370C	YFL038C	YOR370C	YPT1	MRS6	NA	0.519928511	-0.087936303
YFL038C_YPL246C	YFL038C	YPL246C	YPT1	RBD2	NA	0.186792263	-0.575297484
YFL041W_YBR207W	YFL041W	YBR207W	FET5	FTH1	0.767816543	0.491203186	0.385730795
YFR001W_YNL308C	YFR001W	YNL308C	LOC1	KRI1	0.289715438	0.359571654	NA
YFR001W_YOL077C	YFR001W	YOL077C	LOC1	BRX1	0.289715438	0.641755909	0.659664287
YFR001W_YOR206W	YFR001W	YOR206W	LOC1	NOC2	0.289715438	0.782673369	-0.018957356
YFR001W_YPR143W	YFR001W	YPR143W	LOC1	RRP15	0.289715438	0.452533974	NA
YFR002W_YGL172W	YFR002W	YGL172W	NIC96	NUP49	NA	NA	NA
YFR002W_YMR153W	YFR002W	YMR153W	NIC96	NUP53	NA	0.476348423	NA
YFR003C_YKL193C	YFR003C	YKL193C	YPI1	SDS22	NA	0.62841861	-0.045434356
YFR003C_YML016C	YFR003C	YML016C	YPI1	PPZ1	NA	0.802798042	NA
YFR010W_YHR027C	YFR010W	YHR027C	UBP6	RPN1	0.167654895	0.960583188	NA
YFR010W_YKL145W	YFR010W	YKL145W	UBP6	RPT1	0.167654895	0.774758569	NA
YFR010W_YOR117W	YFR010W	YOR117W	UBP6	RPT5	0.167654895	NA	NA
YFR010W_YOR261C	YFR010W	YOR261C	UBP6	RPN8	0.167654895	0.786388877	NA
YFR014C_YGR159C	YFR014C	YGR159C	CMK1	NSR1	0.36597821	0.679868048	NA
YFR014C_YPL203W	YFR014C	YPL203W	CMK1	TPK2	0.36597821	0.809913813	NA
YFR015C_YLR258W	YFR015C	YLR258W	GSY1	GSY2	0.625708008	0.676182462	0.665001039
YFR021W_YLR191W	YFR021W	YLR191W	ATG18	PEX13	0.724795245	0.625853733	NA
YFR024C-A_YFR024C-A	YFR024C-A	YFR024C-A	LSB3	LSB3	0.745341492	0.745341492	0.048799673
YFR024C-A_YHR016C	YFR024C-A	YHR016C	LSB3	YSC84	0.745341492	NA	-0.219770051
YFR024C-A_YLR144C	YFR024C-A	YLR144C	LSB3	ACF2	0.745341492	1.008398834	NA
YFR024C-A_YLR206W	YFR024C-A	YLR206W	LSB3	ENT2	0.745341492	0.679527715	NA
YFR024C-A_YMR192W	YFR024C-A	YMR192W	LSB3	GYL1	0.745341492	1.011364459	NA
YFR024C-A_YMR253C	YFR024C-A	YMR253C	LSB3	YMR253C	0.745341492	0.639024793	NA
YFR024C-A_YNR031C	YFR024C-A	YNR031C	LSB3	SSK2	0.745341492	0.424293221	NA
YFR024C-A_YOR042W	YFR024C-A	YOR042W	LSB3	CUE5	0.745341492	0.769021764	-0.112592529
YFR024C-A_YOR181W	YFR024C-A	YOR181W	LSB3	LAS17	0.745341492	0.135178981	NA
YFR028C_YJL076W	YFR028C	YJL076W	CDC14	NET1	0.602527198	0.300790408	NA
YFR028C_YLR079W	YFR028C	YLR079W	CDC14	SIC1	0.602527198	0.402209128	NA
YFR028C_YMR176W	YFR028C	YMR176W	CDC14	ECM5	0.602527198	0.161493032	NA
YFR031C_YNL031C	YFR031C	YNL031C	SMC2	HHT2	0.2610896	0.354156414	NA
YFR040W_YGL122C	YFR040W	YGL122C	SAP155	NAB2	0.88089023	0.890973787	NA
YFR040W_YMR120C	YFR040W	YMR120C	SAP155	ADE17	0.88089023	0.249105517	0.256898076
YFR040W_YPR040W	YFR040W	YPR040W	SAP155	TIP41	0.88089023	0.827746656	NA
YGL001C_YHR007C	YGL001C	YHR007C	ERG26	ERG11	0.259177422	-0.16869028	-1.016707471
YGL002W_YML012W	YGL002W	YML012W	ERP6	ERV25	NA	0.339932899	0.369479358
YGL002W_YNL084C	YGL002W	YNL084C	ERP6	END3	NA	0.603991295	NA
YGL011C_YHR027C	YGL011C	YHR027C	SCL1	RPN1	1.014429333	0.960583188	NA
YGL011C_YML092C	YGL011C	YML092C	SCL1	PRE8	1.014429333	0.937335472	0.01373526
YGL011C_YOR362C	YGL011C	YOR362C	SCL1	PRE10	1.014429333	1.228401095	0.043924976
YGL012W_YMR015C	YGL012W	YMR015C	ERG4	ERG5	0.099990009	-1.094000879	NA
YGL019W_YIL035C	YGL019W	YIL035C	CKB1	CKA1	0.34890737	0.452856662	-0.297447168
YGL019W_YMR172W	YGL019W	YMR172W	CKB1	HOT1	0.34890737	0.472889534	NA
YGL019W_YOR039W	YGL019W	YOR039W	CKB1	CKB2	0.34890737	0.402596088	-0.367179986
YGL019W_YOR061W	YGL019W	YOR061W	CKB1	CKA2	0.34890737	0.961068283	-1.243774646
YGL025C_YOR117W	YGL025C	YOR117W	PGD1	RPT5	0.340747577	NA	NA
YGL040C_YGL040C	YGL040C	YGL040C	HEM2	HEM2	0.172010144	0.172010144	-2.259927136
YGL048C_YDR394W	YGL048C	YDR394W	RPT6	RPT3	1.136406876	0.490235857	NA
YGL048C_YKL145W	YGL048C	YKL145W	RPT6	RPT1	1.136406876	0.774758569	NA
YGL048C_YOR117W	YGL048C	YOR117W	RPT6	RPT5	1.136406876	NA	NA
YGL048C_YOR259C	YGL048C	YOR259C	RPT6	RPT4	1.136406876	0.419294619	NA
YGL049C_YIR001C	YGL049C	YIR001C	TIF4632	SGN1	0.737523407	0.333926493	NA
YGL049C_YJR076C	YGL049C	YJR076C	TIF4632	CDC11	0.737523407	0.865223892	NA
YGL051W_YHR135C	YGL051W	YHR135C	MST27	YCK1	NA	0.227420772	NA
YGL055W_YGL055W	YGL055W	YGL055W	OLE1	OLE1	0.678654964	0.678654964	0.028746313
YGL061C_YKR048C	YGL061C	YKR048C	DUO1	NAP1	-0.056952022	0.92354636	NA
YGL077C_YPR156C	YGL077C	YPR156C	HNM1	TPO3	0.188055172	0.67406	0.395999254
YGL078C_YDL208W	YGL078C	YDL208W	DBP3	NHP2	0.52135976	0.389142035	0.095078181
YGL078C_YGL078C	YGL078C	YGL078C	DBP3	DBP3	0.52135976	0.52135976	NA
YGL078C_YHR072W-A	YGL078C	YHR072W-A	DBP3	NOP10	0.52135976	0.678012669	-0.358473358
YGL086W_YJL034W	YGL086W	YJL034W	MAD1	KAR2	0.159218799	0.323126221	NA
YGL087C_YDR092W	YGL087C	YDR092W	MMS2	UBC13	1.246433899	0.646488085	0.622185912
YGL087C_YLR025W	YGL087C	YLR025W	MMS2	SNF7	1.246433899	NA	NA
YGL087C_YMR140W	YGL087C	YMR140W	MMS2	SIP5	1.246433899	0.360774366	-1.353903587
YGL092W_YGL092W	YGL092W	YGL092W	NUP145	NUP145	0.521190954	0.521190954	NA
YGL092W_YGL100W	YGL092W	YGL100W	NUP145	SEH1	0.521190954	NA	NA
YGL092W_YJR042W	YGL092W	YJR042W	NUP145	NUP85	0.521190954	0.216420698	-0.256498817
YGL092W_YKR082W	YGL092W	YKR082W	NUP145	NUP133	0.521190954	1.000590694	NA
YGL092W_YOR098C	YGL092W	YOR098C	NUP145	NUP1	0.521190954	0.324860019	NA
YGL099W_YBR267W	YGL099W	YBR267W	LSG1	REI1	0.542148834	0.971047342	NA
YGL099W_YGL120C	YGL099W	YGL120C	LSG1	PRP43	0.542148834	0.685673412	NA
YGL099W_YIR026C	YGL099W	YIR026C	LSG1	YVH1	0.542148834	0.436980373	0.373426211
YGL099W_YPR016C	YGL099W	YPR016C	LSG1	TIF6	0.542148834	0.290010849	0.199511454
YGL112C_YML007W	YGL112C	YML007W	TAF6	YAP1	0.587364783	0.593220249	NA
YGL120C_YDL208W	YGL120C	YDL208W	PRP43	NHP2	0.685673412	0.389142035	0.212414626
YGL120C_YGR159C	YGL120C	YGR159C	PRP43	NSR1	0.685673412	0.679868048	NA
YGL120C_YGR280C	YGL120C	YGR280C	PRP43	PXR1	0.685673412	0.474298219	NA
YGL120C_YJL109C	YGL120C	YJL109C	PRP43	UTP10	0.685673412	0.473443234	NA
YGL120C_YKL173W	YGL120C	YKL173W	PRP43	SNU114	0.685673412	0.65461655	NA
YGL120C_YKR092C	YGL120C	YKR092C	PRP43	SRP40	0.685673412	0.881946091	NA
YGL120C_YNL113W	YGL120C	YNL113W	PRP43	RPC19	0.685673412	0.819375252	NA
YGL122C_YGL122C	YGL122C	YGL122C	NAB2	NAB2	0.890973787	0.890973787	NA
YGL122C_YGR044C	YGL122C	YGR044C	NAB2	RME1	0.890973787	0.284024344	NA
YGL122C_YGR101W	YGL122C	YGR101W	NAB2	PCP1	0.890973787	0.253422069	NA
YGL122C_YGR121C	YGL122C	YGR121C	NAB2	MEP1	0.890973787	0.121701114	NA
YGL122C_YGR201C	YGL122C	YGR201C	NAB2	YGR201C	0.890973787	NA	NA
YGL122C_YGR244C	YGL122C	YGR244C	NAB2	LSC2	0.890973787	0.537112493	NA
YGL122C_YHR106W	YGL122C	YHR106W	NAB2	TRR2	0.890973787	0.569238402	NA
YGL122C_YIL070C	YGL122C	YIL070C	NAB2	MAM33	0.890973787	0.55702754	NA
YGL122C_YIL138C	YGL122C	YIL138C	NAB2	TPM2	0.890973787	0.586293066	NA
YGL122C_YIR037W	YGL122C	YIR037W	NAB2	HYR1	0.890973787	1.771931507	NA
